image,coordinate1,coordinate2
aug_2_1708123167211.jpg,"(10, 152)","(29, 174)"
aug_2_1708123167373.jpg,"(168, 77)","(219, 135)"
aug_2_1708123167429.jpg,"(220, 48)","(256, 117)"
aug_2_1708123167748.jpg,"(54, 128)","(83, 159)"
aug_2_1708123167767.jpg,"(62, 115)","(85, 141)"
aug_2_1708123167819.jpg,"(226, 89)","(258, 135)"
aug_2_1708123168085.jpg,"(200, 71)","(243, 112)"
aug_2_1708123168257.jpg,"(193, 66)","(233, 112)"
aug_2_1708123168481.jpg,"(278, 73)","(297, 92)"
aug_2_1708123168724.jpg,"(25, 162)","(41, 180)"
aug_2_1708123169348.jpg,"(219, 105)","(240, 130)"
aug_2_1708123169377.jpg,"(56, 153)","(75, 171)"
aug_2_1708123169412.jpg,"(153, 118)","(181, 150)"
aug_2_1708123169809.jpg,"(94, 131)","(109, 153)"
aug_2_1708123169834.jpg,"(219, 110)","(236, 127)"
aug_2_1708123169954.jpg,"(230, 69)","(251, 98)"
aug_0_1708123264896.jpg,"(67, 68)","(174, 223)"
aug_0_1708123264909.jpg,"(11, 88)","(145, 244)"
aug_0_1708123264919.jpg,"(119, 57)","(191, 157)"
aug_0_1708123264922.jpg,"(80, 48)","(135, 128)"
aug_0_1708123264924.jpg,"(129, 94)","(171, 135)"
aug_0_1708123264926.jpg,"(126, 120)","(208, 165)"
aug_0_1708123264927.jpg,"(49, 71)","(119, 151)"
aug_0_1708123264931.jpg,"(99, 78)","(163, 163)"
aug_0_1708123264933.jpg,"(161, 99)","(223, 151)"
aug_0_1708123264935.jpg,"(51, 104)","(135, 170)"
aug_0_1708123264937.jpg,"(57, 148)","(120, 191)"
aug_0_1708123264944.jpg,"(126, 53)","(267, 221)"
aug_0_1708123264987.jpg,"(136, 59)","(202, 123)"
aug_0_1708123264993.jpg,"(101, 153)","(168, 227)"
aug_0_1708123265009.jpg,"(196, 103)","(242, 142)"
aug_0_1708123274099.jpg,"(62, 46)","(130, 126)"
aug_0_1708123274107.jpg,"(35, 67)","(100, 168)"
aug_0_1708123274129.jpg,"(124, 55)","(239, 205)"
aug_0_1708123274271.jpg,"(129, 44)","(226, 155)"
aug_0_1708123274276.jpg,"(207, 63)","(284, 199)"
aug_0_1708123274288.jpg,"(110, 53)","(268, 186)"
aug_0_1708123274299.jpg,"(156, 31)","(277, 171)"
aug_0_1708123274306.jpg,"(152, 48)","(262, 214)"
aug_0_1708123274311.jpg,"(60, 5)","(218, 186)"
aug_0_1708123274313.jpg,"(131, 69)","(257, 194)"
aug_0_1708123282240.jpg,"(11, 70)","(210, 248)"
aug_0_1708123282243.jpg,"(120, 3)","(7, 228)"
aug_0_1708123282244.jpg,"(187, 7)","(79, 143)"
aug_0_1708123291610.jpg,"(90, 43)","(259, 252)"
aug_0_1708123291612.jpg,"(112, 37)","(222, 158)"
aug_0_1708123291614.jpg,"(24, 29)","(151, 241)"
aug_0_1708123291616.jpg,"(137, 71)","(271, 230)"
aug_0_1708123291628.jpg,"(88, 83)","(196, 187)"
aug_0_1708123291638.jpg,"(167, 53)","(282, 148)"
aug_0_1708123298949.jpg,"(177, 101)","(209, 152)"
aug_0_1708123298959.jpg,"(9, 119)","(91, 200)"
aug_0_1708123298961.jpg,"(10, 56)","(63, 118)"
aug_0_1708123298964.jpg,"(170, 55)","(257, 135)"
aug_0_1708123298966.jpg,"(0, 65)","(153, 256)"
aug_0_1708123298967.jpg,"(202, 39)","(269, 114)"
aug_0_1708123332144.jpg,"(78, 63)","(270, 226)"
aug_0_1708123332146.jpg,"(6, 68)","(153, 225)"
aug_0_1708123332152.jpg,"(0, 72)","(168, 237)"
aug_0_1708123332154.jpg,"(2, 70)","(144, 211)"
aug_0_1708123332156.jpg,"(19, 88)","(178, 247)"
aug_0_1708123332168.jpg,"(44, 116)","(83, 158)"
aug_0_1708123332178.jpg,"(55, 97)","(85, 137)"
aug_0_1708123332180.jpg,"(60, 36)","(110, 110)"
aug_0_1708123332181.jpg,"(159, 19)","(216, 73)"
aug_0_1708123332231.jpg,"(208, 89)","(225, 107)"
aug_0_1708123339607.jpg,"(81, 43)","(246, 237)"
aug_0_1708123339613.jpg,"(66, 88)","(137, 194)"
aug_0_1708123339749.jpg,"(71, 75)","(202, 220)"
aug_0_1708123339760.jpg,"(68, 74)","(191, 220)"
aug_0_1708123339766.jpg,"(142, 118)","(181, 176)"
aug_0_1708123339771.jpg,"(78, 70)","(214, 212)"
aug_0_1708123339777.jpg,"(168, 21)","(243, 109)"
aug_1_1708123166355.jpg,"(177, 183)","(198, 210)"
aug_1_1708123166427.jpg,"(84, 118)","(103, 145)"
aug_1_1708123166553.jpg,"(48, 113)","(81, 147)"
aug_1_1708123166805.jpg,"(92, 176)","(105, 190)"
aug_1_1708123167098.jpg,"(61, 80)","(87, 123)"
aug_1_1708123167259.jpg,"(156, 104)","(175, 124)"
aug_1_1708123167301.jpg,"(237, 88)","(260, 112)"
aug_1_1708123167699.jpg,"(153, 127)","(177, 157)"
aug_1_1708123168542.jpg,"(131, 71)","(167, 102)"
aug_1_1708123168743.jpg,"(238, 126)","(266, 160)"
aug_1_1708123168752.jpg,"(205, 120)","(222, 137)"
aug_1_1708123168783.jpg,"(170, 102)","(201, 138)"
aug_1_1708123169064.jpg,"(275, 106)","(291, 125)"
aug_1_1708123169298.jpg,"(54, 104)","(84, 137)"
aug_1_1708123169460.jpg,"(137, 77)","(178, 131)"
aug_1_1708123169501.jpg,"(154, 103)","(183, 132)"
aug_1_1708123169666.jpg,"(150, 105)","(196, 169)"
aug_1_1708123169924.jpg,"(112, 97)","(147, 148)"
aug_1_1708123170043.jpg,"(62, 110)","(85, 140)"
aug_1_1708123170109.jpg,"(72, 95)","(118, 142)"
aug_1_1708123170134.jpg,"(66, 160)","(81, 179)"
aug_1_1708123170653.jpg,"(239, 126)","(248, 139)"
aug_1_1708123171348.jpg,"(213, 97)","(235, 122)"
aug_1_1708123171758.jpg,"(169, 86)","(184, 106)"
aug_1_1708123172641.jpg,"(213, 131)","(229, 154)"
aug_1_1708123172682.jpg,"(222, 104)","(237, 118)"
aug_1_1708123190764.jpg,"(260, 133)","(275, 153)"
aug_1_1708123190776.jpg,"(16, 108)","(41, 136)"
aug_1_1708123190789.jpg,"(49, 114)","(65, 135)"
aug_1_1708123190819.jpg,"(183, 70)","(204, 105)"
aug_1_1708123190940.jpg,"(232, 149)","(247, 169)"
aug_1_1708123190952.jpg,"(213, 104)","(233, 126)"
aug_1_1708123190981.jpg,"(34, 115)","(52, 135)"
aug_1_1708123191040.jpg,"(65, 111)","(90, 136)"
aug_1_1708123191057.jpg,"(256, 132)","(275, 151)"
aug_1_1708123191085.jpg,"(71, 112)","(103, 148)"
aug_1_1708123191135.jpg,"(36, 123)","(66, 151)"
aug_1_1708123191224.jpg,"(37, 69)","(71, 121)"
aug_1_1708123191269.jpg,"(6, 52)","(44, 106)"
aug_1_1708123191283.jpg,"(228, 55)","(265, 105)"
aug_1_1708123191296.jpg,"(125, 149)","(168, 187)"
aug_1_1708123191324.jpg,"(224, 155)","(244, 176)"
aug_1_1708123191334.jpg,"(34, 118)","(68, 153)"
aug_1_1708123191451.jpg,"(231, 60)","(269, 103)"
aug_1_1708123191483.jpg,"(70, 126)","(88, 151)"
aug_1_1708123191491.jpg,"(55, 121)","(72, 146)"
aug_1_1708123191537.jpg,"(1, 116)","(30, 167)"
aug_1_1708123191694.jpg,"(251, 90)","(289, 135)"
aug_1_1708123191901.jpg,"(155, 112)","(181, 143)"
aug_1_1708123192039.jpg,"(102, 110)","(126, 134)"
aug_1_1708123192373.jpg,"(201, 93)","(218, 114)"
aug_1_1708123192415.jpg,"(153, 111)","(165, 125)"
aug_1_1708123192705.jpg,"(29, 141)","(69, 178)"
aug_1_1708123193050.jpg,"(145, 146)","(154, 156)"
aug_1_1708123193091.jpg,"(233, 95)","(255, 111)"
aug_1_1708123193132.jpg,"(90, 122)","(105, 138)"
aug_1_1708123193246.jpg,"(26, 97)","(44, 125)"
aug_1_1708123193286.jpg,"(73, 166)","(88, 181)"
aug_1_1708123193330.jpg,"(49, 135)","(69, 159)"
aug_1_1708123193679.jpg,"(117, 78)","(129, 91)"
aug_1_1708123193720.jpg,"(148, 123)","(160, 134)"
aug_1_1708123205500.jpg,"(239, 126)","(252, 144)"
aug_1_1708123205514.jpg,"(200, 106)","(209, 124)"
aug_1_1708123205659.jpg,"(168, 120)","(178, 131)"
aug_1_1708123205701.jpg,"(122, 132)","(143, 161)"
aug_1_1708123205854.jpg,"(44, 94)","(64, 120)"
aug_1_1708123205882.jpg,"(258, 135)","(273, 153)"
aug_1_1708123206023.jpg,"(283, 91)","(294, 104)"
aug_1_1708123206137.jpg,"(100, 108)","(123, 134)"
aug_1_1708123206208.jpg,"(9, 140)","(27, 164)"
aug_1_1708123206353.jpg,"(31, 122)","(51, 146)"
aug_1_1708123206756.jpg,"(101, 100)","(116, 119)"
aug_1_1708123206807.jpg,"(251, 100)","(261, 111)"
aug_1_1708123206964.jpg,"(255, 101)","(282, 126)"
aug_1_1708123206989.jpg,"(78, 140)","(93, 150)"
aug_1_1708123207048.jpg,"(233, 92)","(250, 108)"
aug_1_1708123207266.jpg,"(40, 132)","(50, 143)"
aug_1_1708123207658.jpg,"(229, 105)","(249, 140)"
aug_1_1708123207713.jpg,"(12, 139)","(31, 163)"
aug_1_1708123207728.jpg,"(112, 87)","(131, 114)"
aug_1_1708123264771.jpg,"(144, 167)","(190, 223)"
aug_1_1708123264842.jpg,"(39, 100)","(151, 248)"
aug_1_1708123264844.jpg,"(37, 75)","(3, 240)"
aug_1_1708123264844.jpg,"(74, 72)","(4, 242)"
aug_1_1708123264847.jpg,"(90, 63)","(0, 99)"
aug_1_1708123264850.jpg,"(257, 131)","(283, 160)"
aug_1_1708123264853.jpg,"(78, 35)","(221, 150)"
aug_1_1708123264855.jpg,"(169, 121)","(188, 139)"
aug_1_1708123264868.jpg,"(115, 62)","(199, 129)"
aug_1_1708123264880.jpg,"(143, 64)","(214, 178)"
aug_1_1708123264882.jpg,"(132, 61)","(230, 135)"
aug_1_1708123264885.jpg,"(158, 28)","(221, 112)"
aug_1_1708123264887.jpg,"(113, 77)","(226, 207)"
aug_1_1708123264891.jpg,"(216, 88)","(264, 164)"
aug_1_1708123264894.jpg,"(275, 169)","(296, 188)"
aug_1_1708123264896.jpg,"(66, 67)","(181, 225)"
aug_1_1708123264909.jpg,"(18, 81)","(135, 244)"
aug_1_1708123264919.jpg,"(103, 56)","(171, 157)"
aug_1_1708123264922.jpg,"(198, 38)","(248, 120)"
aug_1_1708123264924.jpg,"(125, 89)","(170, 139)"
aug_1_1708123264926.jpg,"(93, 110)","(171, 162)"
aug_1_1708123264927.jpg,"(21, 35)","(92, 138)"
aug_1_1708123264931.jpg,"(89, 62)","(169, 160)"
aug_1_1708123264933.jpg,"(190, 96)","(235, 150)"
aug_1_1708123264935.jpg,"(89, 100)","(142, 163)"
aug_1_1708123264937.jpg,"(192, 133)","(245, 183)"
aug_1_1708123264942.jpg,"(124, 53)","(223, 127)"
aug_1_1708123264981.jpg,"(113, 42)","(187, 116)"
aug_1_1708123264995.jpg,"(81, 82)","(136, 147)"
aug_1_1708123265009.jpg,"(65, 108)","(95, 148)"
aug_1_1708123274099.jpg,"(172, 63)","(241, 138)"
aug_1_1708123274107.jpg,"(155, 43)","(268, 150)"
aug_1_1708123274129.jpg,"(127, 44)","(230, 199)"
aug_1_1708123274263.jpg,"(165, 83)","(180, 106)"
aug_1_1708123274271.jpg,"(77, 36)","(168, 134)"
aug_1_1708123274276.jpg,"(217, 56)","(297, 159)"
aug_1_1708123274288.jpg,"(45, 49)","(154, 189)"
aug_1_1708123274299.jpg,"(27, 3)","(116, 156)"
aug_1_1708123274306.jpg,"(143, 33)","(260, 164)"
aug_1_1708123274311.jpg,"(86, 22)","(223, 198)"
aug_1_1708123274313.jpg,"(52, 73)","(149, 204)"
aug_1_1708123282240.jpg,"(6, 36)","(180, 230)"
aug_1_1708123282243.jpg,"(159, 18)","(5, 223)"
aug_1_1708123282244.jpg,"(45, 2)","(167, 122)"
aug_1_1708123291610.jpg,"(88, 49)","(257, 237)"
aug_1_1708123291612.jpg,"(153, 43)","(245, 158)"
aug_1_1708123291614.jpg,"(37, 49)","(164, 219)"
aug_1_1708123291616.jpg,"(49, 105)","(151, 245)"
aug_1_1708123291628.jpg,"(93, 65)","(191, 182)"
aug_1_1708123291638.jpg,"(201, 44)","(296, 158)"
aug_1_1708123298949.jpg,"(79, 109)","(127, 159)"
aug_1_1708123298959.jpg,"(193, 58)","(276, 137)"
aug_1_1708123298961.jpg,"(220, 57)","(277, 111)"
aug_1_1708123298964.jpg,"(179, 58)","(267, 132)"
aug_1_1708123298966.jpg,"(156, 52)","(267, 228)"
aug_1_1708123298967.jpg,"(1, 74)","(81, 159)"
aug_1_1708123332144.jpg,"(51, 62)","(236, 202)"
aug_1_1708123332146.jpg,"(132, 60)","(28, 247)"
aug_1_1708123332152.jpg,"(150, 32)","(297, 176)"
aug_1_1708123332154.jpg,"(13, 69)","(151, 217)"
aug_1_1708123332156.jpg,"(137, 44)","(267, 196)"
aug_1_1708123332168.jpg,"(51, 87)","(86, 122)"
aug_1_1708123332178.jpg,"(214, 111)","(251, 163)"
aug_1_1708123332180.jpg,"(32, 56)","(94, 128)"
aug_1_1708123332181.jpg,"(38, 65)","(89, 116)"
aug_1_1708123332231.jpg,"(55, 100)","(68, 119)"
aug_1_1708123339607.jpg,"(49, 75)","(181, 234)"
aug_1_1708123339613.jpg,"(25, 99)","(125, 202)"
aug_1_1708123339749.jpg,"(118, 53)","(201, 193)"
aug_1_1708123339760.jpg,"(67, 74)","(188, 219)"
aug_1_1708123339766.jpg,"(95, 105)","(144, 169)"
aug_1_1708123339771.jpg,"(96, 75)","(201, 220)"
aug_1_1708123339777.jpg,"(150, 23)","(227, 111)"
aug_2_1708123166523.jpg,"(50, 129)","(75, 160)"
aug_2_1708123166651.jpg,"(51, 146)","(71, 168)"
aug_2_1708123166692.jpg,"(73, 170)","(93, 194)"
aug_2_1708123166805.jpg,"(189, 184)","(205, 201)"
aug_2_1708123166849.jpg,"(32, 153)","(53, 178)"
aug_2_1708123166871.jpg,"(52, 104)","(91, 146)"
aug_2_1708123166938.jpg,"(220, 17)","(272, 107)"
aug_2_1708123167211.jpg,"(10, 152)","(29, 174)"
aug_2_1708123167373.jpg,"(168, 77)","(219, 135)"
aug_2_1708123167429.jpg,"(220, 48)","(256, 117)"
aug_2_1708123167748.jpg,"(54, 128)","(83, 159)"
aug_2_1708123167767.jpg,"(62, 115)","(85, 141)"
aug_2_1708123167819.jpg,"(226, 89)","(258, 135)"
aug_2_1708123168085.jpg,"(200, 71)","(243, 112)"
aug_2_1708123168257.jpg,"(193, 66)","(233, 112)"
aug_2_1708123168481.jpg,"(278, 73)","(297, 92)"
aug_2_1708123168724.jpg,"(25, 162)","(41, 180)"
aug_2_1708123169348.jpg,"(219, 105)","(240, 130)"
aug_2_1708123169377.jpg,"(56, 153)","(75, 171)"
aug_2_1708123169412.jpg,"(153, 118)","(181, 150)"
aug_2_1708123169809.jpg,"(94, 131)","(109, 153)"
aug_2_1708123169834.jpg,"(219, 110)","(236, 127)"
aug_2_1708123169954.jpg,"(230, 69)","(251, 98)"
