image,coordinate1,coordinate2
aug_3_1708123190981.jpg,"(34, 142)","(54, 164)"
aug_0_1708123207413.jpg,"(180, 105)","(209, 136)"
1708123206756.jpg,"(92, 89)","(111, 106)"
aug_3_1708123264853.jpg,"(73, 24)","(212, 143)"
aug_2_1708123264855.jpg,"(86, 138)","(110, 160)"
aug_1_1708123274410.jpg,"(160, 55)","(245, 142)"
aug_0_1708123206094.jpg,"(94, 84)","(114, 113)"
aug_0_1708123193547.jpg,"(51, 128)","(72, 144)"
1708123190940.jpg,"(256, 148)","(279, 169)"
aug_3_1708123170134.jpg,"(228, 128)","(240, 141)"
aug_0_1708123192103.jpg,"(273, 77)","(296, 98)"
aug_2_1708123191483.jpg,"(197, 118)","(215, 138)"
aug_3_1708123170109.jpg,"(178, 87)","(207, 122)"
1708123264844.jpg,"(212, 40)","(281, 180)"
aug_3_1708123191491.jpg,"(70, 117)","(95, 143)"
1708123264850.jpg,"(231, 107)","(259, 115)"
aug_3_1708123193286.jpg,"(198, 137)","(213, 150)"
aug_3_1708123168752.jpg,"(198, 116)","(216, 132)"
aug_2_1708123167301.jpg,"(58, 95)","(83, 118)"
aug_2_1708123264868.jpg,"(94, 40)","(180, 107)"
aug_2_1708123190789.jpg,"(34, 136)","(52, 151)"
aug_0_1708123191379.jpg,"(42, 149)","(65, 168)"
aug_1_1708123274405.jpg,"(55, 148)","(110, 72)"
aug_2_1708123205514.jpg,"(90, 141)","(107, 157)"
aug_2_1708123205500.jpg,"(247, 102)","(263, 118)"
aug_1_1708123274377.jpg,"(98, 80)","(168, 181)"
aug_0_1708123274371.jpg,"(101, 164)","(176, 253)"
aug_2_1708123168783.jpg,"(171, 112)","(200, 145)"
1708123264887.jpg,"(77, 84)","(168, 207)"
aug_0_1708123264837.jpg,"(157, 66)","(250, 203)"
1708123206964.jpg,"(20, 101)","(40, 125)"
aug_2_1708123274306.jpg,"(12, 61)","(138, 203)"
aug_3_1708123191334.jpg,"(42, 132)","(71, 165)"
aug_1_1708123264825.jpg,"(222, 80)","(263, 147)"
aug_1_1708123264825.jpg,"(19, 96)","(42, 122)"
aug_3_1708123264885.jpg,"(120, 14)","(187, 75)"
aug_3_1708123190764.jpg,"(247, 100)","(271, 120)"
aug_3_1708123264891.jpg,"(31, 82)","(85, 154)"
aug_0_1708123193591.jpg,"(201, 104)","(213, 113)"
aug_2_1708123190776.jpg,"(236, 58)","(257, 78)"
aug_2_1708123168542.jpg,"(100, 100)","(117, 121)"
aug_1_1708123172594.jpg,"(158, 116)","(170, 126)"
aug_3_1708123332180.jpg,"(29, 59)","(94, 140)"
aug_3_1708123169666.jpg,"(86, 98)","(126, 143)"
aug_1_1708123191155.jpg,"(99, 131)","(119, 150)"
aug_2_1708123166553.jpg,"(207, 91)","(242, 127)"
aug_0_1708123282183.jpg,"(77, 44)","(158, 175)"
aug_1_1708123274175.jpg,"(175, 120)","(245, 159)"
1708123192373.jpg,"(218, 117)","(235, 131)"
1708123192415.jpg,"(148, 110)","(162, 124)"
aug_2_1708123265009.jpg,"(48, 103)","(82, 139)"
aug_1_1708123206252.jpg,"(42, 48)","(95, 121)"
1708123339766.jpg,"(144, 117)","(174, 172)"
1708123191901.jpg,"(165, 131)","(188, 156)"
aug_1_1708123193636.jpg,"(105, 113)","(116, 123)"
1708123205882.jpg,"(256, 138)","(273, 155)"
aug_2_1708123207713.jpg,"(232, 103)","(247, 119)"
aug_2_1708123166427.jpg,"(215, 149)","(234, 169)"
1708123206353.jpg,"(37, 106)","(52, 124)"
aug_0_1708123339675.jpg,"(73, 80)","(127, 143)"
aug_2_1708123166355.jpg,"(180, 169)","(197, 196)"
aug_1_1708123193811.jpg,"(32, 135)","(50, 151)"
1708123167098.jpg,"(207, 79)","(241, 117)"
aug_1_1708123167748.jpg,"(206, 112)","(226, 137)"
aug_2_1708123298966.jpg,"(175, 60)","(267, 236)"
aug_2_1708123191722.jpg,"(54, 122)","(65, 133)"
aug_1_1708123205607.jpg,"(219, 123)","(235, 140)"
aug_1_1708123169981.jpg,"(206, 83)","(226, 102)"
1708123191040.jpg,"(67, 97)","(92, 123)"
aug_3_1708123192211.jpg,"(202, 107)","(217, 121)"
1708123167259.jpg,"(118, 107)","(136, 125)"
aug_0_1708123166849.jpg,"(19, 181)","(41, 201)"
1708123170043.jpg,"(213, 104)","(227, 123)"
1708123264924.jpg,"(128, 111)","(165, 153)"
aug_3_1708123191283.jpg,"(50, 60)","(85, 97)"
aug_0_1708123274211.jpg,"(79, 165)","(92, 179)"
aug_1_1708123274217.jpg,"(40, 40)","(217, 216)"
aug_2_1708123274299.jpg,"(178, 62)","(265, 165)"
aug_2_1708123190819.jpg,"(93, 75)","(121, 109)"
aug_1_1708123264776.jpg,"(251, 109)","(269, 129)"
aug_1_1708123264776.jpg,"(2, 118)","(20, 141)"
aug_1_1708123192058.jpg,"(48, 100)","(61, 115)"
aug_0_1708123274205.jpg,"(171, 142)","(238, 62)"
aug_1_1708123282218.jpg,"(100, 52)","(202, 189)"
aug_1_1708123264951.jpg,"(62, 115)","(148, 159)"
aug_0_1708123282222.jpg,"(58, 93)","(88, 123)"
aug_1_1708123264979.jpg,"(116, 139)","(174, 207)"
1708123192039.jpg,"(113, 89)","(138, 111)"
aug_1_1708123282224.jpg,"(53, 81)","(181, 218)"
aug_0_1708123282236.jpg,"(96, 112)","(140, 154)"
1708123274276.jpg,"(208, 55)","(282, 168)"
aug_1_1708123282226.jpg,"(26, 70)","(88, 142)"
aug_0_1708123282220.jpg,"(188, 74)","(279, 132)"
aug_1_1708123206898.jpg,"(59, 74)","(111, 125)"
aug_0_1708123282234.jpg,"(58, 92)","(144, 182)"
aug_0_1708123264969.jpg,"(37, 101)","(185, 223)"
aug_1_1708123282232.jpg,"(24, 112)","(84, 180)"
aug_0_1708123264799.jpg,"(80, 80)","(168, 159)"
aug_3_1708123192039.jpg,"(104, 89)","(130, 112)"
aug_1_1708123264953.jpg,"(136, 86)","(261, 196)"
aug_3_1708123274276.jpg,"(4, 48)","(98, 169)"
aug_2_1708123332231.jpg,"(43, 126)","(55, 139)"
aug_0_1708123264955.jpg,"(20, 213)","(204, 71)"
aug_3_1708123170043.jpg,"(201, 92)","(222, 112)"
aug_3_1708123167259.jpg,"(155, 105)","(172, 120)"
aug_1_1708123166871.jpg,"(51, 107)","(83, 137)"
1708123191283.jpg,"(25, 72)","(62, 109)"
aug_2_1708123264922.jpg,"(164, 53)","(219, 114)"
aug_3_1708123264924.jpg,"(127, 112)","(169, 154)"
aug_1_1708123264984.jpg,"(7, 106)","(81, 178)"
aug_2_1708123282243.jpg,"(130, 26)","(13, 224)"
aug_3_1708123167098.jpg,"(175, 66)","(208, 96)"
aug_2_1708123193679.jpg,"(101, 105)","(110, 116)"
aug_0_1708123170218.jpg,"(260, 114)","(278, 148)"
aug_1_1708123207760.jpg,"(137, 127)","(154, 142)"
1708123192211.jpg,"(228, 123)","(235, 130)"
1708123192211.jpg,"(224, 121)","(235, 131)"
aug_1_1708123207012.jpg,"(112, 147)","(125, 159)"
aug_3_1708123191040.jpg,"(85, 79)","(100, 100)"
aug_2_1708123298964.jpg,"(183, 38)","(261, 118)"
aug_0_1708123339663.jpg,"(104, 75)","(197, 206)"
aug_1_1708123191023.jpg,"(221, 123)","(237, 142)"
aug_0_1708123206487.jpg,"(60, 21)","(92, 66)"
aug_2_1708123274099.jpg,"(168, 62)","(242, 129)"
aug_2_1708123169064.jpg,"(8, 176)","(25, 189)"
aug_3_1708123191901.jpg,"(112, 129)","(134, 155)"
aug_1_1708123169954.jpg,"(208, 54)","(241, 79)"
aug_3_1708123206353.jpg,"(22, 115)","(40, 133)"
aug_3_1708123205882.jpg,"(37, 155)","(60, 174)"
aug_2_1708123191085.jpg,"(189, 135)","(208, 161)"
aug_3_1708123192415.jpg,"(154, 122)","(161, 134)"
aug_3_1708123192373.jpg,"(244, 107)","(261, 128)"
aug_1_1708123168257.jpg,"(44, 89)","(90, 130)"
aug_3_1708123339766.jpg,"(145, 139)","(169, 193)"
aug_3_1708123339766.jpg,"(147, 189)","(178, 143)"
aug_2_1708123339760.jpg,"(99, 90)","(189, 214)"
aug_1_1708123282178.jpg,"(205, 50)","(272, 111)"
aug_1_1708123167819.jpg,"(218, 88)","(250, 134)"
aug_1_1708123169834.jpg,"(57, 130)","(72, 146)"
aug_1_1708123169834.jpg,"(236, 132)","(252, 147)"
1708123332180.jpg,"(205, 46)","(254, 121)"
aug_0_1708123191145.jpg,"(269, 93)","(297, 112)"
1708123169666.jpg,"(167, 92)","(205, 140)"
aug_3_1708123206964.jpg,"(255, 102)","(280, 122)"
aug_3_1708123264887.jpg,"(131, 77)","(218, 210)"
aug_0_1708123191390.jpg,"(56, 99)","(88, 135)"
aug_0_1708123191384.jpg,"(217, 84)","(244, 119)"
1708123191334.jpg,"(45, 118)","(67, 143)"
1708123190764.jpg,"(258, 121)","(275, 139)"
aug_0_1708123264835.jpg,"(61, 134)","(139, 188)"
aug_1_1708123169377.jpg,"(236, 118)","(255, 134)"
aug_1_1708123169377.jpg,"(41, 119)","(54, 133)"
aug_1_1708123169377.jpg,"(38, 116)","(56, 136)"
aug_2_1708123191324.jpg,"(225, 120)","(248, 139)"
1708123264885.jpg,"(164, 33)","(211, 92)"
aug_1_1708123264827.jpg,"(116, 102)","(176, 199)"
1708123264891.jpg,"(219, 90)","(271, 167)"
aug_3_1708123264844.jpg,"(196, 27)","(282, 154)"
1708123170109.jpg,"(93, 85)","(124, 116)"
aug_0_1708123192882.jpg,"(52, 158)","(79, 179)"
aug_2_1708123264842.jpg,"(149, 72)","(277, 218)"
aug_2_1708123169460.jpg,"(117, 102)","(147, 139)"
aug_1_1708123191427.jpg,"(233, 80)","(262, 113)"
aug_0_1708123191347.jpg,"(67, 129)","(88, 148)"
1708123168752.jpg,"(80, 123)","(96, 143)"
1708123193286.jpg,"(204, 142)","(213, 153)"
aug_1_1708123191341.jpg,"(82, 131)","(62, 112)"
1708123191491.jpg,"(64, 125)","(84, 146)"
aug_2_1708123206023.jpg,"(258, 86)","(274, 99)"
aug_1_1708123274349.jpg,"(56, 153)","(112, 81)"
aug_1_1708123192113.jpg,"(179, 122)","(200, 138)"
aug_2_1708123190952.jpg,"(229, 126)","(251, 147)"
aug_3_1708123206756.jpg,"(84, 97)","(105, 114)"
1708123264853.jpg,"(95, 29)","(215, 154)"
aug_1_1708123192661.jpg,"(61, 158)","(81, 177)"
aug_3_1708123190940.jpg,"(9, 195)","(31, 211)"
1708123170134.jpg,"(65, 151)","(77, 163)"
aug_1_1708123166938.jpg,"(6, 40)","(65, 115)"
aug_2_1708123168743.jpg,"(217, 104)","(242, 126)"
aug_0_1708123168085.jpg,"(44, 112)","(70, 137)"
aug_1_1708123191354.jpg,"(233, 133)","(247, 151)"
aug_0_1708123274400.jpg,"(74, 39)","(190, 174)"
aug_1_1708123274360.jpg,"(76, 17)","(201, 165)"
aug_0_1708123274366.jpg,"(192, 76)","(229, 135)"
aug_1_1708123167429.jpg,"(88, 44)","(121, 97)"
aug_0_1708123264820.jpg,"(131, 87)","(256, 190)"
aug_3_1708123193246.jpg,"(265, 147)","(282, 166)"
aug_1_1708123207365.jpg,"(236, 88)","(255, 105)"
aug_3_1708123191451.jpg,"(246, 84)","(267, 120)"
aug_2_1708123274311.jpg,"(90, 30)","(198, 183)"
aug_2_1708123264894.jpg,"(23, 198)","(41, 215)"
aug_0_1708123190925.jpg,"(268, 122)","(287, 135)"
aug_1_1708123167373.jpg,"(25, 69)","(92, 117)"
aug_1_1708123167373.jpg,"(32, 67)","(94, 121)"
aug_3_1708123192170.jpg,"(195, 117)","(206, 128)"
1708123190981.jpg,"(36, 126)","(52, 141)"
aug_2_1708123264880.jpg,"(67, 74)","(161, 170)"
1708123291616.jpg,"(48, 62)","(156, 227)"
aug_3_1708123291628.jpg,"(108, 28)","(186, 171)"
aug_1_1708123169809.jpg,"(79, 138)","(100, 153)"
aug_2_1708123207658.jpg,"(246, 136)","(272, 163)"
aug_1_1708123282186.jpg,"(188, 87)","(238, 124)"
aug_1_1708123282186.jpg,"(40, 135)","(87, 168)"
aug_2_1708123206208.jpg,"(280, 91)","(299, 105)"
1708123332181.jpg,"(190, 32)","(236, 85)"
aug_2_1708123205701.jpg,"(140, 127)","(166, 149)"
aug_2_1708123291612.jpg,"(149, 44)","(208, 171)"
aug_2_1708123291612.jpg,"(143, 46)","(227, 175)"
aug_3_1708123291614.jpg,"(118, 68)","(259, 201)"
aug_0_1708123282180.jpg,"(123, 41)","(208, 166)"
aug_0_1708123282194.jpg,"(44, 37)","(112, 104)"
aug_0_1708123274164.jpg,"(94, 10)","(220, 177)"
aug_1_1708123282192.jpg,"(66, 128)","(107, 185)"
1708123193091.jpg,"(236, 136)","(250, 148)"
aug_2_1708123274107.jpg,"(175, 64)","(264, 157)"
aug_2_1708123332146.jpg,"(169, 76)","(286, 257)"
aug_3_1708123191135.jpg,"(236, 101)","(262, 120)"
aug_2_1708123332152.jpg,"(168, 59)","(282, 216)"
aug_3_1708123332154.jpg,"(157, 49)","(263, 200)"
aug_2_1708123339749.jpg,"(80, 89)","(182, 220)"
1708123193720.jpg,"(154, 108)","(166, 122)"
1708123339771.jpg,"(85, 69)","(168, 212)"
aug_0_1708123171715.jpg,"(114, 134)","(127, 147)"
aug_2_1708123167699.jpg,"(149, 92)","(179, 120)"
aug_3_1708123274129.jpg,"(55, 63)","(168, 213)"
aug_3_1708123332168.jpg,"(42, 83)","(74, 124)"
1708123332156.jpg,"(157, 51)","(266, 204)"
aug_0_1708123171846.jpg,"(96, 126)","(105, 132)"
aug_0_1708123171846.jpg,"(97, 124)","(105, 131)"
aug_1_1708123339670.jpg,"(3, 94)","(83, 175)"
aug_0_1708123205825.jpg,"(42, 155)","(57, 169)"
1708123205659.jpg,"(171, 123)","(184, 138)"
aug_0_1708123168481.jpg,"(242, 92)","(256, 103)"
aug_0_1708123168481.jpg,"(3, 123)","(15, 136)"
1708123207728.jpg,"(166, 91)","(185, 112)"
aug_0_1708123207773.jpg,"(255, 154)","(265, 163)"
aug_0_1708123207773.jpg,"(40, 153)","(51, 164)"
aug_2_1708123169924.jpg,"(162, 100)","(191, 134)"
aug_3_1708123205854.jpg,"(247, 103)","(271, 129)"
aug_3_1708123339607.jpg,"(60, 64)","(190, 248)"
aug_3_1708123339613.jpg,"(166, 75)","(251, 182)"
1708123298949.jpg,"(183, 114)","(220, 164)"
1708123193132.jpg,"(194, 115)","(204, 129)"
1708123298961.jpg,"(229, 60)","(276, 116)"
aug_2_1708123298959.jpg,"(2, 103)","(81, 186)"
aug_0_1708123171675.jpg,"(196, 71)","(216, 92)"
1708123191057.jpg,"(35, 142)","(56, 158)"
1708123191057.jpg,"(257, 153)","(275, 165)"
aug_1_1708123206443.jpg,"(55, 60)","(84, 113)"
aug_1_1708123264991.jpg,"(12, 99)","(142, 221)"
aug_3_1708123282244.jpg,"(98, 12)","(180, 126)"
1708123264927.jpg,"(197, 80)","(255, 156)"
aug_3_1708123264919.jpg,"(107, 69)","(166, 184)"
aug_1_1708123170784.jpg,"(200, 110)","(215, 127)"
aug_1_1708123274228.jpg,"(112, 1)","(261, 138)"
aug_0_1708123166692.jpg,"(214, 152)","(232, 169)"
1708123264933.jpg,"(185, 94)","(235, 145)"
aug_3_1708123207266.jpg,"(39, 169)","(51, 176)"
aug_1_1708123207588.jpg,"(34, 134)","(48, 149)"
aug_2_1708123169501.jpg,"(125, 104)","(150, 130)"
aug_3_1708123274288.jpg,"(135, 48)","(254, 171)"
aug_1_1708123274200.jpg,"(32, 85)","(235, 257)"
aug_3_1708123171348.jpg,"(224, 100)","(244, 118)"
aug_3_1708123172641.jpg,"(232, 116)","(246, 132)"
aug_3_1708123264931.jpg,"(100, 73)","(178, 154)"
aug_2_1708123264937.jpg,"(179, 136)","(243, 172)"
1708123191296.jpg,"(123, 142)","(161, 184)"
1708123206807.jpg,"(247, 116)","(262, 129)"
aug_2_1708123169298.jpg,"(44, 122)","(84, 153)"
aug_2_1708123274271.jpg,"(114, 34)","(222, 123)"
aug_0_1708123170033.jpg,"(55, 153)","(78, 174)"
aug_0_1708123166651.jpg,"(236, 127)","(258, 143)"
1708123191269.jpg,"(256, 57)","(291, 109)"
aug_1_1708123264946.jpg,"(182, 47)","(290, 158)"
aug_1_1708123264946.jpg,"(6, 88)","(123, 189)"
aug_2_1708123191537.jpg,"(37, 76)","(70, 115)"
aug_3_1708123172682.jpg,"(242, 119)","(257, 138)"
aug_0_1708123191597.jpg,"(82, 96)","(129, 136)"
1708123193330.jpg,"(233, 114)","(252, 136)"
aug_1_1708123171471.jpg,"(163, 113)","(175, 124)"
1708123166805.jpg,"(193, 174)","(207, 191)"
aug_0_1708123206121.jpg,"(35, 122)","(50, 141)"
aug_1_1708123190843.jpg,"(202, 120)","(223, 137)"
aug_3_1708123274246.jpg,"(107, 63)","(194, 156)"
aug_0_1708123282238.jpg,"(150, 70)","(285, 190)"
aug_2_1708123274240.jpg,"(139, 179)","(166, 222)"
aug_2_1708123170934.jpg,"(96, 95)","(108, 108)"
aug_0_1708123192087.jpg,"(216, 139)","(229, 156)"
aug_0_1708123264971.jpg,"(9, 114)","(36, 135)"
1708123191258.jpg,"(240, 103)","(277, 135)"
1708123167280.jpg,"(51, 134)","(67, 151)"
aug_3_1708123207294.jpg,"(102, 103)","(127, 123)"
aug_0_1708123282204.jpg,"(90, 63)","(219, 232)"
aug_1_1708123264787.jpg,"(55, 106)","(0, 193)"
aug_3_1708123192021.jpg,"(221, 92)","(236, 107)"
aug_3_1708123192021.jpg,"(46, 109)","(57, 117)"
aug_2_1708123291596.jpg,"(2, 110)","(141, 243)"
aug_2_1708123291596.jpg,"(178, 93)","(276, 197)"
aug_1_1708123282202.jpg,"(92, 19)","(139, 88)"
aug_2_1708123191248.jpg,"(240, 109)","(261, 134)"
aug_1_1708123282216.jpg,"(107, 63)","(165, 181)"
aug_2_1708123274268.jpg,"(266, 121)","(297, 159)"
aug_0_1708123282210.jpg,"(72, 61)","(169, 170)"
aug_1_1708123264778.jpg,"(48, 65)","(163, 179)"
aug_2_1708123274283.jpg,"(168, 64)","(275, 172)"
aug_1_1708123191239.jpg,"(202, 107)","(229, 130)"
1708123264916.jpg,"(105, 71)","(169, 146)"
aug_1_1708123206857.jpg,"(162, 48)","(194, 97)"
aug_0_1708123192078.jpg,"(254, 152)","(272, 170)"
aug_3_1708123207243.jpg,"(85, 89)","(105, 109)"
1708123274293.jpg,"(190, 73)","(225, 138)"
aug_0_1708123274223.jpg,"(69, 91)","(224, 216)"
aug_2_1708123264906.jpg,"(203, 93)","(268, 219)"
aug_2_1708123264906.jpg,"(35, 71)","(95, 199)"
aug_3_1708123298952.jpg,"(120, 84)","(227, 198)"
aug_2_1708123191076.jpg,"(98, 121)","(126, 150)"
aug_1_1708123169757.jpg,"(40, 160)","(59, 173)"
aug_1_1708123169757.jpg,"(254, 117)","(276, 137)"
aug_3_1708123298946.jpg,"(68, 141)","(104, 169)"
1708123298950.jpg,"(232, 177)","(248, 191)"
1708123166388.jpg,"(245, 117)","(268, 142)"
1708123191066.jpg,"(174, 135)","(192, 154)"
1708123298944.jpg,"(134, 110)","(181, 161)"
1708123166377.jpg,"(231, 138)","(261, 164)"
1708123167069.jpg,"(153, 101)","(174, 128)"
aug_1_1708123169794.jpg,"(175, 124)","(197, 147)"
aug_3_1708123274093.jpg,"(100, 62)","(150, 138)"
aug_3_1708123166407.jpg,"(274, 152)","(293, 168)"
aug_3_1708123205642.jpg,"(251, 62)","(266, 74)"
aug_2_1708123193852.jpg,"(194, 126)","(207, 136)"
aug_3_1708123170271.jpg,"(43, 187)","(58, 197)"
aug_3_1708123170271.jpg,"(41, 187)","(59, 200)"
aug_2_1708123274136.jpg,"(46, 47)","(144, 184)"
aug_0_1708123191834.jpg,"(150, 133)","(167, 152)"
aug_1_1708123166276.jpg,"(37, 107)","(60, 127)"
aug_1_1708123282174.jpg,"(35, 92)","(83, 137)"
1708123167848.jpg,"(263, 115)","(290, 141)"
aug_2_1708123265007.jpg,"(96, 53)","(182, 179)"
aug_1_1708123167626.jpg,"(33, 149)","(70, 178)"
aug_0_1708123282172.jpg,"(49, 23)","(98, 104)"
aug_1_1708123282160.jpg,"(113, 63)","(212, 161)"
aug_0_1708123192454.jpg,"(250, 113)","(266, 126)"
aug_0_1708123274169.jpg,"(14, 110)","(109, 185)"
aug_3_1708123169898.jpg,"(41, 180)","(76, 202)"
1708123339783.jpg,"(165, 86)","(246, 206)"
aug_2_1708123191857.jpg,"(191, 124)","(222, 160)"
aug_0_1708123193010.jpg,"(46, 99)","(61, 114)"
