image,coordinate1,coordinate2
aug_1_1708123282210.jpg,"(91, 60)","(173, 180)"
aug_1_1708123282212.jpg,"(235, 51)","(287, 117)"
aug_1_1708123282214.jpg,"(198, 109)","(243, 172)"
aug_1_1708123282228.jpg,"(134, 111)","(199, 179)"
aug_1_1708123282229.jpg,"(122, 112)","(213, 165)"
aug_1_1708123282238.jpg,"(198, 66)","(291, 243)"
aug_1_1708123298934.jpg,"(121, 110)","(174, 168)"
aug_1_1708123298936.jpg,"(83, 91)","(186, 185)"
aug_1_1708123339657.jpg,"(77, 75)","(238, 217)"
aug_1_1708123339681.jpg,"(99, 96)","(214, 262)"
aug_1_1708123339686.jpg,"(28, 86)","(80, 139)"
aug_2_1708123166377.jpg,"(51, 171)","(85, 195)"
aug_2_1708123166388.jpg,"(30, 140)","(67, 169)"
aug_2_1708123166407.jpg,"(23, 153)","(40, 175)"
aug_2_1708123166606.jpg,"(17, 107)","(49, 147)"
aug_2_1708123166770.jpg,"(26, 98)","(54, 139)"
aug_2_1708123166831.jpg,"(146, 133)","(166, 151)"
aug_2_1708123166991.jpg,"(288, 96)","(298, 122)"
aug_2_1708123167052.jpg,"(151, 103)","(176, 132)"
aug_2_1708123167069.jpg,"(148, 100)","(171, 122)"
aug_2_1708123167280.jpg,"(227, 111)","(249, 132)"
aug_2_1708123167323.jpg,"(228, 72)","(270, 101)"
aug_2_1708123167491.jpg,"(264, 102)","(298, 157)"
aug_2_1708123167534.jpg,"(217, 84)","(232, 100)"
aug_2_1708123167848.jpg,"(253, 116)","(274, 139)"
aug_2_1708123167871.jpg,"(189, 132)","(205, 151)"
aug_2_1708123167929.jpg,"(189, 55)","(207, 85)"
aug_2_1708123168167.jpg,"(196, 75)","(222, 116)"
aug_2_1708123168361.jpg,"(176, 73)","(201, 105)"
aug_2_1708123168951.jpg,"(19, 121)","(51, 158)"
aug_2_1708123169135.jpg,"(71, 91)","(134, 141)"
aug_2_1708123169864.jpg,"(163, 127)","(190, 153)"
aug_2_1708123169877.jpg,"(69, 157)","(100, 189)"
aug_2_1708123169889.jpg,"(80, 137)","(102, 159)"
aug_2_1708123169898.jpg,"(17, 129)","(50, 162)"
aug_2_1708123170063.jpg,"(136, 107)","(164, 131)"
aug_2_1708123170248.jpg,"(224, 77)","(255, 108)"
aug_2_1708123170271.jpg,"(274, 126)","(289, 141)"
aug_2_1708123170312.jpg,"(38, 154)","(52, 174)"
aug_2_1708123171630.jpg,"(127, 120)","(145, 131)"
aug_2_1708123171803.jpg,"(62, 116)","(73, 132)"
aug_2_1708123172504.jpg,"(130, 138)","(135, 151)"
aug_2_1708123190768.jpg,"(236, 64)","(263, 97)"
aug_2_1708123190784.jpg,"(195, 74)","(215, 98)"
aug_2_1708123190792.jpg,"(170, 89)","(188, 105)"
aug_2_1708123190796.jpg,"(248, 85)","(279, 104)"
aug_2_1708123190802.jpg,"(33, 115)","(52, 135)"
aug_2_1708123190964.jpg,"(232, 128)","(245, 140)"
aug_2_1708123190973.jpg,"(237, 102)","(252, 123)"
aug_2_1708123191048.jpg,"(228, 126)","(241, 144)"
aug_2_1708123191066.jpg,"(127, 109)","(140, 130)"
aug_2_1708123191100.jpg,"(158, 72)","(216, 125)"
aug_2_1708123191117.jpg,"(232, 72)","(246, 108)"
aug_2_1708123191128.jpg,"(60, 102)","(75, 122)"
aug_2_1708123191258.jpg,"(29, 166)","(72, 197)"
aug_2_1708123191311.jpg,"(280, 149)","(292, 167)"
aug_2_1708123191328.jpg,"(206, 114)","(223, 132)"
aug_2_1708123191460.jpg,"(279, 137)","(294, 157)"
aug_2_1708123191465.jpg,"(136, 129)","(152, 148)"
aug_2_1708123191473.jpg,"(261, 161)","(274, 182)"
aug_2_1708123191498.jpg,"(198, 86)","(222, 115)"
aug_2_1708123191649.jpg,"(189, 89)","(223, 132)"
aug_2_1708123191885.jpg,"(31, 100)","(76, 138)"
aug_2_1708123191930.jpg,"(226, 114)","(242, 137)"
aug_2_1708123192021.jpg,"(220, 98)","(243, 113)"
aug_2_1708123192024.jpg,"(41, 104)","(67, 133)"
aug_2_1708123192031.jpg,"(261, 89)","(280, 113)"
aug_2_1708123192078.jpg,"(44, 153)","(57, 170)"
aug_2_1708123192087.jpg,"(74, 144)","(91, 161)"
aug_2_1708123192141.jpg,"(209, 69)","(259, 120)"
aug_2_1708123192578.jpg,"(41, 104)","(58, 126)"
aug_2_1708123192619.jpg,"(40, 174)","(61, 189)"
aug_2_1708123192797.jpg,"(22, 136)","(36, 158)"
aug_2_1708123192967.jpg,"(206, 116)","(219, 135)"
aug_2_1708123193505.jpg,"(175, 133)","(184, 146)"
aug_2_1708123193892.jpg,"(106, 158)","(117, 171)"
aug_2_1708123193931.jpg,"(205, 116)","(218, 132)"
aug_2_1708123205537.jpg,"(66, 130)","(78, 146)"
aug_2_1708123205642.jpg,"(273, 105)","(285, 122)"
aug_2_1708123205916.jpg,"(247, 81)","(283, 143)"
aug_2_1708123206170.jpg,"(270, 118)","(292, 143)"
aug_2_1708123206617.jpg,"(241, 128)","(257, 144)"
aug_2_1708123206773.jpg,"(224, 130)","(237, 152)"
aug_2_1708123206980.jpg,"(204, 116)","(220, 131)"
aug_2_1708123207118.jpg,"(60, 121)","(75, 149)"
aug_2_1708123207243.jpg,"(100, 117)","(117, 132)"
aug_2_1708123207253.jpg,"(90, 102)","(102, 124)"
aug_2_1708123207294.jpg,"(123, 116)","(138, 134)"
aug_2_1708123207333.jpg,"(91, 81)","(108, 104)"
aug_2_1708123207455.jpg,"(88, 109)","(116, 132)"
aug_2_1708123207491.jpg,"(53, 59)","(79, 100)"
aug_2_1708123207521.jpg,"(12, 167)","(25, 181)"
aug_2_1708123207681.jpg,"(232, 119)","(247, 136)"
aug_2_1708123207695.jpg,"(14, 114)","(28, 128)"
aug_2_1708123264858.jpg,"(101, 60)","(139, 122)"
aug_2_1708123264860.jpg,"(117, 95)","(205, 167)"
aug_2_1708123264863.jpg,"(197, 115)","(231, 147)"
aug_2_1708123264866.jpg,"(39, 73)","(162, 241)"
aug_2_1708123264872.jpg,"(147, 158)","(169, 198)"
aug_2_1708123264875.jpg,"(103, 5)","(176, 127)"
aug_2_1708123264877.jpg,"(56, 38)","(228, 245)"
aug_2_1708123264899.jpg,"(64, 79)","(137, 187)"
aug_2_1708123264901.jpg,"(210, 79)","(265, 126)"
aug_2_1708123264904.jpg,"(84, 145)","(232, 247)"
aug_2_1708123264916.jpg,"(107, 74)","(168, 148)"
aug_2_1708123264939.jpg,"(131, 103)","(156, 151)"
aug_2_1708123264971.jpg,"(273, 103)","(292, 144)"
aug_2_1708123265000.jpg,"(48, 105)","(125, 198)"
aug_2_1708123265002.jpg,"(175, 97)","(221, 139)"
aug_2_1708123265005.jpg,"(74, 89)","(102, 206)"
aug_2_1708123265206.jpg,"(213, 142)","(222, 157)"
aug_2_1708123265228.jpg,"(213, 91)","(255, 183)"
aug_2_1708123274093.jpg,"(69, 86)","(151, 151)"
aug_2_1708123274109.jpg,"(135, 66)","(295, 156)"
aug_2_1708123274123.jpg,"(77, 67)","(233, 277)"
aug_2_1708123274131.jpg,"(8, 33)","(262, 271)"
aug_2_1708123274223.jpg,"(73, 66)","(242, 257)"
aug_2_1708123274246.jpg,"(93, 53)","(200, 220)"
aug_2_1708123274252.jpg,"(123, 154)","(138, 179)"
aug_2_1708123274257.jpg,"(118, 50)","(195, 203)"
aug_2_1708123274293.jpg,"(63, 85)","(113, 133)"
aug_2_1708123274318.jpg,"(174, 93)","(227, 144)"
aug_2_1708123274325.jpg,"(26, 71)","(122, 188)"
aug_2_1708123274330.jpg,"(84, 72)","(72, 254)"
aug_2_1708123274330.jpg,"(3, 77)","(146, 226)"
aug_2_1708123274335.jpg,"(77, 67)","(182, 230)"
aug_2_1708123282204.jpg,"(55, 66)","(251, 224)"
aug_2_1708123282210.jpg,"(76, 69)","(185, 230)"
aug_2_1708123282238.jpg,"(176, 80)","(258, 243)"
aug_2_1708123291618.jpg,"(68, 67)","(120, 127)"
aug_2_1708123291620.jpg,"(50, 56)","(214, 254)"
aug_2_1708123291622.jpg,"(6, 69)","(227, 222)"
aug_2_1708123291624.jpg,"(39, 37)","(236, 275)"
aug_2_1708123291626.jpg,"(51, 35)","(214, 280)"
aug_2_1708123291630.jpg,"(10, 87)","(127, 197)"
aug_2_1708123291632.jpg,"(102, 27)","(221, 257)"
aug_2_1708123291634.jpg,"(221, 74)","(277, 169)"
aug_2_1708123291636.jpg,"(6, 19)","(71, 148)"
aug_2_1708123298941.jpg,"(139, 153)","(182, 186)"
aug_2_1708123298944.jpg,"(119, 97)","(201, 170)"
aug_2_1708123298946.jpg,"(206, 141)","(232, 170)"
aug_2_1708123298952.jpg,"(103, 82)","(230, 197)"
aug_2_1708123298955.jpg,"(214, 60)","(290, 153)"
aug_2_1708123298957.jpg,"(94, 66)","(180, 160)"
aug_2_1708123332148.jpg,"(48, 62)","(136, 181)"
aug_2_1708123332149.jpg,"(116, 110)","(180, 205)"
aug_2_1708123332158.jpg,"(9, 88)","(167, 224)"
aug_2_1708123332160.jpg,"(91, 96)","(129, 148)"
aug_2_1708123332161.jpg,"(205, 23)","(246, 99)"
aug_2_1708123332164.jpg,"(146, 36)","(252, 127)"
aug_2_1708123332166.jpg,"(202, 41)","(257, 126)"
aug_2_1708123332170.jpg,"(2, 72)","(149, 213)"
aug_2_1708123332172.jpg,"(119, 51)","(48, 273)"
aug_2_1708123332174.jpg,"(55, 93)","(100, 153)"
aug_2_1708123332176.jpg,"(80, 0)","(230, 253)"
aug_2_1708123332200.jpg,"(74, 148)","(83, 159)"
aug_2_1708123339619.jpg,"(213, 128)","(239, 152)"
aug_2_1708123339625.jpg,"(157, 76)","(198, 144)"
aug_2_1708123339743.jpg,"(104, 88)","(235, 209)"
aug_2_1708123339755.jpg,"(89, 63)","(271, 237)"
aug_2_1708123339783.jpg,"(44, 93)","(154, 228)"
aug_3_1708123166377.jpg,"(232, 122)","(259, 152)"
aug_3_1708123166388.jpg,"(54, 158)","(77, 182)"
aug_3_1708123166606.jpg,"(253, 100)","(294, 139)"
aug_3_1708123166770.jpg,"(20, 113)","(63, 149)"
aug_3_1708123166831.jpg,"(145, 141)","(161, 162)"
aug_3_1708123167052.jpg,"(112, 130)","(135, 157)"
aug_3_1708123167069.jpg,"(152, 96)","(188, 121)"
aug_3_1708123167280.jpg,"(233, 100)","(256, 121)"
aug_3_1708123167323.jpg,"(216, 91)","(256, 125)"
aug_3_1708123167491.jpg,"(240, 62)","(293, 111)"
aug_3_1708123167534.jpg,"(232, 94)","(245, 111)"
aug_3_1708123167848.jpg,"(258, 112)","(281, 140)"
aug_3_1708123167871.jpg,"(103, 133)","(123, 157)"
aug_3_1708123167929.jpg,"(85, 91)","(111, 117)"
aug_3_1708123168167.jpg,"(175, 86)","(200, 127)"
aug_3_1708123168361.jpg,"(184, 80)","(212, 113)"
aug_3_1708123168951.jpg,"(27, 93)","(57, 127)"
aug_3_1708123169135.jpg,"(95, 44)","(126, 101)"
aug_3_1708123169864.jpg,"(142, 104)","(172, 131)"
aug_3_1708123169877.jpg,"(33, 111)","(57, 145)"
aug_3_1708123169889.jpg,"(84, 156)","(104, 175)"
aug_3_1708123170063.jpg,"(151, 85)","(172, 116)"
aug_3_1708123170248.jpg,"(51, 119)","(77, 148)"
aug_3_1708123170312.jpg,"(234, 129)","(254, 146)"
aug_3_1708123170934.jpg,"(88, 96)","(95, 109)"
aug_3_1708123171630.jpg,"(168, 115)","(179, 128)"
aug_3_1708123171803.jpg,"(210, 128)","(219, 140)"
aug_3_1708123172460.jpg,"(126, 157)","(136, 165)"
aug_3_1708123172504.jpg,"(184, 137)","(192, 146)"
aug_3_1708123190768.jpg,"(202, 31)","(230, 57)"
aug_3_1708123190784.jpg,"(91, 94)","(114, 117)"
aug_3_1708123190792.jpg,"(161, 87)","(181, 108)"
aug_3_1708123190796.jpg,"(245, 110)","(276, 136)"
aug_3_1708123190802.jpg,"(226, 95)","(249, 113)"
aug_3_1708123190964.jpg,"(18, 150)","(29, 162)"
aug_3_1708123190973.jpg,"(24, 149)","(46, 171)"
aug_3_1708123191048.jpg,"(213, 107)","(227, 121)"
aug_3_1708123191066.jpg,"(189, 156)","(203, 184)"
aug_3_1708123191076.jpg,"(90, 119)","(107, 146)"
aug_3_1708123191100.jpg,"(77, 107)","(146, 154)"
aug_3_1708123191117.jpg,"(61, 79)","(84, 112)"
aug_3_1708123191128.jpg,"(87, 96)","(102, 112)"
aug_3_1708123191239.jpg,"(203, 103)","(222, 124)"
aug_3_1708123191248.jpg,"(254, 135)","(279, 171)"
aug_3_1708123191258.jpg,"(229, 81)","(274, 121)"
aug_3_1708123191311.jpg,"(15, 147)","(27, 165)"
aug_3_1708123191328.jpg,"(49, 170)","(68, 189)"
aug_3_1708123191460.jpg,"(37, 172)","(53, 189)"
aug_3_1708123191465.jpg,"(165, 110)","(182, 131)"
aug_3_1708123191473.jpg,"(77, 151)","(93, 169)"
aug_3_1708123191498.jpg,"(186, 92)","(209, 118)"
aug_3_1708123191649.jpg,"(191, 94)","(223, 132)"
aug_3_1708123191857.jpg,"(193, 124)","(223, 162)"
aug_3_1708123191885.jpg,"(22, 78)","(59, 124)"
aug_3_1708123191930.jpg,"(46, 125)","(64, 147)"
aug_3_1708123192024.jpg,"(220, 77)","(237, 102)"
aug_3_1708123192031.jpg,"(225, 73)","(248, 95)"
aug_3_1708123192141.jpg,"(40, 97)","(79, 139)"
aug_3_1708123192578.jpg,"(221, 140)","(235, 163)"
aug_3_1708123192619.jpg,"(251, 105)","(278, 123)"
aug_3_1708123192797.jpg,"(279, 98)","(292, 118)"
aug_3_1708123192967.jpg,"(234, 132)","(248, 154)"
aug_3_1708123193505.jpg,"(140, 142)","(148, 156)"
aug_3_1708123193852.jpg,"(211, 134)","(221, 149)"
aug_3_1708123193892.jpg,"(196, 121)","(205, 132)"
aug_3_1708123193931.jpg,"(93, 99)","(102, 114)"
aug_3_1708123205537.jpg,"(65, 114)","(77, 132)"
aug_3_1708123205916.jpg,"(232, 78)","(271, 129)"
aug_3_1708123206170.jpg,"(270, 111)","(290, 141)"
aug_3_1708123206617.jpg,"(66, 96)","(79, 111)"
aug_3_1708123206773.jpg,"(65, 126)","(80, 144)"
aug_3_1708123206857.jpg,"(112, 74)","(163, 113)"
aug_3_1708123206980.jpg,"(210, 114)","(229, 132)"
aug_3_1708123207118.jpg,"(214, 120)","(234, 145)"
aug_3_1708123207253.jpg,"(192, 92)","(212, 109)"
aug_3_1708123207333.jpg,"(177, 91)","(192, 113)"
aug_3_1708123207455.jpg,"(174, 106)","(199, 131)"
aug_3_1708123207491.jpg,"(48, 84)","(76, 131)"
aug_3_1708123207521.jpg,"(9, 176)","(25, 191)"
aug_3_1708123207681.jpg,"(251, 171)","(264, 189)"
aug_3_1708123207695.jpg,"(42, 129)","(53, 147)"
aug_3_1708123264778.jpg,"(105, 74)","(241, 239)"
aug_3_1708123264787.jpg,"(74, 78)","(23, 279)"
aug_3_1708123264858.jpg,"(198, 85)","(238, 142)"
aug_3_1708123264860.jpg,"(118, 81)","(182, 174)"
aug_3_1708123264863.jpg,"(59, 118)","(106, 142)"
aug_3_1708123264866.jpg,"(132, 53)","(277, 238)"
aug_3_1708123264872.jpg,"(152, 169)","(176, 193)"
aug_3_1708123264875.jpg,"(125, 7)","(198, 119)"
aug_3_1708123264877.jpg,"(60, 43)","(255, 229)"
aug_3_1708123264899.jpg,"(58, 104)","(123, 191)"
aug_3_1708123264901.jpg,"(211, 109)","(254, 155)"
aug_3_1708123264904.jpg,"(93, 98)","(196, 244)"
aug_3_1708123264906.jpg,"(26, 121)","(107, 236)"
aug_3_1708123264912.jpg,"(128, 109)","(180, 224)"
aug_3_1708123264916.jpg,"(132, 72)","(192, 165)"
aug_3_1708123264939.jpg,"(119, 79)","(175, 137)"
aug_3_1708123265000.jpg,"(174, 91)","(262, 190)"
aug_3_1708123265002.jpg,"(85, 88)","(141, 119)"
aug_3_1708123265005.jpg,"(36, 109)","(122, 212)"
aug_3_1708123265007.jpg,"(127, 53)","(226, 166)"
aug_3_1708123265206.jpg,"(96, 140)","(108, 155)"
aug_3_1708123265228.jpg,"(36, 108)","(83, 194)"
aug_3_1708123274109.jpg,"(21, 85)","(180, 238)"
aug_3_1708123274123.jpg,"(16, 51)","(232, 243)"
aug_3_1708123274131.jpg,"(102, 44)","(280, 273)"
aug_3_1708123274136.jpg,"(185, 42)","(271, 223)"
aug_3_1708123274240.jpg,"(156, 165)","(199, 209)"
aug_3_1708123274257.jpg,"(105, 90)","(216, 197)"
aug_3_1708123274268.jpg,"(2, 145)","(42, 178)"
aug_3_1708123274283.jpg,"(24, 133)","(151, 230)"
aug_3_1708123274293.jpg,"(50, 99)","(97, 151)"
aug_3_1708123274318.jpg,"(169, 102)","(209, 153)"
aug_3_1708123274325.jpg,"(31, 86)","(125, 194)"
aug_3_1708123274330.jpg,"(22, 93)","(137, 204)"
aug_3_1708123274335.jpg,"(134, 67)","(206, 176)"
aug_3_1708123282202.jpg,"(137, 38)","(198, 97)"
aug_3_1708123282216.jpg,"(131, 33)","(201, 167)"
aug_3_1708123291596.jpg,"(178, 92)","(260, 206)"
aug_3_1708123291618.jpg,"(187, 81)","(217, 137)"
aug_3_1708123291620.jpg,"(60, 73)","(226, 252)"
aug_3_1708123291622.jpg,"(31, 56)","(215, 235)"
aug_3_1708123291624.jpg,"(56, 120)","(247, 212)"
aug_3_1708123291626.jpg,"(46, 23)","(224, 206)"
aug_3_1708123291630.jpg,"(198, 80)","(271, 225)"
aug_3_1708123291632.jpg,"(11, 89)","(202, 235)"
aug_3_1708123291634.jpg,"(48, 103)","(21, 167)"
aug_3_1708123291636.jpg,"(212, 67)","(268, 169)"
aug_3_1708123298941.jpg,"(135, 130)","(161, 162)"
aug_3_1708123298944.jpg,"(132, 102)","(199, 179)"
aug_3_1708123298950.jpg,"(40, 178)","(57, 193)"
aug_3_1708123298955.jpg,"(200, 85)","(269, 198)"
aug_3_1708123298957.jpg,"(90, 70)","(204, 174)"
aug_3_1708123332148.jpg,"(29, 81)","(116, 183)"
aug_3_1708123332149.jpg,"(103, 102)","(182, 197)"
aug_3_1708123332158.jpg,"(121, 61)","(259, 212)"
aug_3_1708123332160.jpg,"(172, 102)","(213, 151)"
aug_3_1708123332161.jpg,"(202, 37)","(242, 91)"
aug_3_1708123332164.jpg,"(68, 47)","(133, 176)"
aug_3_1708123332166.jpg,"(202, 41)","(254, 123)"
aug_3_1708123332170.jpg,"(154, 50)","(291, 202)"
aug_3_1708123332172.jpg,"(101, 35)","(11, 240)"
aug_3_1708123332174.jpg,"(193, 82)","(229, 111)"
aug_3_1708123332176.jpg,"(66, 19)","(209, 269)"
aug_3_1708123332200.jpg,"(199, 115)","(209, 128)"
aug_3_1708123339619.jpg,"(205, 123)","(228, 158)"
aug_3_1708123339625.jpg,"(166, 96)","(200, 181)"
aug_3_1708123339743.jpg,"(83, 61)","(202, 216)"
aug_3_1708123339755.jpg,"(63, 55)","(210, 238)"
aug_3_1708123339783.jpg,"(164, 85)","(256, 212)"
