image,coordinate1,coordinate2
aug_2_1708123169794.jpg,"(119, 128)","(139, 150)"
aug_2_1708123169999.jpg,"(62, 86)","(75, 105)"
aug_2_1708123170017.jpg,"(27, 152)","(43, 175)"
aug_2_1708123170166.jpg,"(216, 131)","(234, 156)"
aug_2_1708123170189.jpg,"(98, 154)","(133, 185)"
aug_2_1708123170561.jpg,"(95, 100)","(107, 121)"
aug_2_1708123171135.jpg,"(109, 110)","(122, 128)"
aug_2_1708123171247.jpg,"(60, 126)","(78, 146)"
aug_2_1708123171889.jpg,"(100, 125)","(113, 138)"
aug_2_1708123172163.jpg,"(88, 86)","(100, 100)"
aug_2_1708123172376.jpg,"(188, 149)","(201, 167)"
aug_2_1708123172416.jpg,"(67, 107)","(82, 124)"
aug_2_1708123172548.jpg,"(64, 101)","(75, 118)"
aug_2_1708123190725.jpg,"(142, 112)","(155, 127)"
aug_2_1708123190861.jpg,"(49, 103)","(65, 123)"
aug_2_1708123190867.jpg,"(233, 115)","(252, 133)"
aug_2_1708123190876.jpg,"(35, 97)","(63, 132)"
aug_2_1708123190888.jpg,"(265, 135)","(288, 160)"
aug_2_1708123190907.jpg,"(270, 144)","(281, 158)"
aug_2_1708123191004.jpg,"(49, 135)","(63, 153)"
aug_2_1708123191165.jpg,"(132, 77)","(154, 113)"
aug_2_1708123191176.jpg,"(42, 113)","(68, 136)"
aug_2_1708123191199.jpg,"(198, 36)","(259, 73)"
aug_2_1708123191239.jpg,"(72, 99)","(92, 124)"
aug_2_1708123191361.jpg,"(116, 105)","(143, 138)"
aug_2_1708123191367.jpg,"(31, 143)","(44, 159)"
aug_2_1708123191371.jpg,"(230, 100)","(254, 124)"
aug_2_1708123191375.jpg,"(62, 124)","(81, 145)"
aug_2_1708123191398.jpg,"(256, 111)","(282, 154)"
aug_2_1708123191404.jpg,"(166, 85)","(196, 116)"
aug_2_1708123191410.jpg,"(50, 122)","(66, 144)"
aug_2_1708123191417.jpg,"(221, 84)","(250, 117)"
aug_2_1708123191439.jpg,"(227, 88)","(251, 108)"
aug_2_1708123191834.jpg,"(154, 120)","(169, 136)"
aug_2_1708123191990.jpg,"(66, 35)","(106, 107)"
aug_2_1708123192047.jpg,"(201, 87)","(217, 104)"
aug_2_1708123192051.jpg,"(127, 98)","(147, 120)"
aug_2_1708123192094.jpg,"(68, 128)","(102, 156)"
aug_2_1708123192122.jpg,"(94, 124)","(117, 152)"
aug_2_1708123192331.jpg,"(9, 75)","(36, 103)"
aug_2_1708123192454.jpg,"(263, 114)","(276, 127)"
aug_2_1708123192494.jpg,"(41, 104)","(55, 122)"
aug_2_1708123192535.jpg,"(117, 160)","(127, 169)"
aug_2_1708123193010.jpg,"(233, 103)","(247, 119)"
aug_2_1708123193172.jpg,"(67, 162)","(80, 178)"
aug_2_1708123193210.jpg,"(74, 157)","(82, 166)"
aug_2_1708123193377.jpg,"(105, 125)","(115, 139)"
aug_2_1708123193764.jpg,"(113, 111)","(120, 120)"
aug_2_1708123194018.jpg,"(203, 114)","(215, 126)"
aug_2_1708123205579.jpg,"(207, 159)","(222, 173)"
aug_2_1708123205592.jpg,"(141, 118)","(157, 137)"
aug_2_1708123205624.jpg,"(208, 80)","(224, 94)"
aug_2_1708123205743.jpg,"(166, 76)","(182, 91)"
aug_2_1708123205785.jpg,"(72, 38)","(110, 89)"
aug_2_1708123205815.jpg,"(136, 114)","(149, 130)"
aug_2_1708123205973.jpg,"(157, 70)","(191, 117)"
aug_2_1708123206298.jpg,"(202, 91)","(218, 108)"
aug_2_1708123206305.jpg,"(77, 122)","(99, 142)"
aug_2_1708123206470.jpg,"(178, 115)","(209, 153)"
aug_2_1708123206659.jpg,"(247, 104)","(264, 127)"
aug_2_1708123206699.jpg,"(260, 141)","(270, 150)"
aug_2_1708123206857.jpg,"(127, 82)","(165, 121)"
aug_2_1708123206932.jpg,"(18, 115)","(43, 137)"
aug_2_1708123207394.jpg,"(24, 93)","(40, 112)"
aug_2_1708123207424.jpg,"(51, 124)","(64, 139)"
aug_2_1708123207433.jpg,"(223, 108)","(244, 126)"
aug_2_1708123207608.jpg,"(260, 120)","(276, 136)"
aug_2_1708123207627.jpg,"(228, 125)","(245, 140)"
aug_2_1708123207635.jpg,"(141, 133)","(156, 147)"
aug_2_1708123207745.jpg,"(247, 112)","(263, 131)"
aug_2_1708123207783.jpg,"(72, 148)","(87, 163)"
aug_2_1708123207790.jpg,"(266, 125)","(284, 140)"
aug_2_1708123207807.jpg,"(105, 121)","(133, 152)"
aug_2_1708123264769.jpg,"(68, 10)","(220, 156)"
aug_2_1708123264778.jpg,"(119, 49)","(219, 170)"
aug_2_1708123264780.jpg,"(123, 74)","(155, 119)"
aug_2_1708123264783.jpg,"(32, 76)","(139, 182)"
aug_2_1708123264786.jpg,"(135, 30)","(219, 190)"
aug_2_1708123264787.jpg,"(4, 80)","(85, 175)"
aug_2_1708123264791.jpg,"(113, 94)","(166, 172)"
aug_2_1708123264794.jpg,"(150, 103)","(178, 127)"
aug_2_1708123264796.jpg,"(104, 11)","(230, 135)"
aug_2_1708123264802.jpg,"(70, 90)","(126, 138)"
aug_2_1708123264804.jpg,"(199, 34)","(235, 89)"
aug_2_1708123264807.jpg,"(208, 72)","(258, 134)"
aug_2_1708123264810.jpg,"(131, 29)","(254, 162)"
aug_2_1708123264813.jpg,"(126, 153)","(151, 178)"
aug_2_1708123264816.jpg,"(101, 98)","(199, 208)"
aug_2_1708123264839.jpg,"(98, 108)","(135, 153)"
aug_2_1708123264949.jpg,"(41, 66)","(120, 178)"
aug_2_1708123264958.jpg,"(211, 81)","(277, 212)"
aug_2_1708123264960.jpg,"(125, 80)","(218, 158)"
aug_2_1708123264962.jpg,"(115, 129)","(177, 187)"
aug_2_1708123264964.jpg,"(102, 86)","(220, 220)"
aug_2_1708123264967.jpg,"(165, 114)","(194, 132)"
aug_2_1708123264974.jpg,"(67, 69)","(245, 224)"
aug_2_1708123264976.jpg,"(85, 84)","(151, 187)"
aug_2_1708123264998.jpg,"(80, 47)","(137, 127)"
aug_2_1708123274145.jpg,"(139, 96)","(212, 162)"
aug_2_1708123274151.jpg,"(99, 71)","(146, 154)"
aug_2_1708123274157.jpg,"(34, 42)","(141, 170)"
aug_2_1708123274169.jpg,"(173, 106)","(233, 202)"
aug_2_1708123274178.jpg,"(58, 7)","(239, 287)"
aug_2_1708123274183.jpg,"(3, 36)","(250, 281)"
aug_2_1708123274186.jpg,"(159, 50)","(273, 166)"
aug_2_1708123274192.jpg,"(123, 26)","(171, 99)"
aug_2_1708123274195.jpg,"(111, 76)","(134, 108)"
aug_2_1708123274197.jpg,"(0, 64)","(180, 231)"
aug_2_1708123274234.jpg,"(145, 94)","(207, 168)"
aug_2_1708123274342.jpg,"(37, 111)","(148, 234)"
aug_2_1708123274354.jpg,"(158, 33)","(259, 187)"
aug_2_1708123274379.jpg,"(17, 63)","(188, 227)"
aug_2_1708123274384.jpg,"(149, 24)","(258, 129)"
aug_2_1708123274392.jpg,"(164, 94)","(242, 180)"
aug_2_1708123274397.jpg,"(57, 66)","(107, 123)"
aug_2_1708123274408.jpg,"(1, 46)","(76, 166)"
aug_2_1708123282160.jpg,"(136, 67)","(204, 173)"
aug_2_1708123282163.jpg,"(0, 17)","(175, 205)"
aug_2_1708123282165.jpg,"(25, 59)","(176, 233)"
aug_2_1708123282167.jpg,"(199, 75)","(256, 141)"
aug_2_1708123282170.jpg,"(44, 54)","(174, 184)"
aug_2_1708123282172.jpg,"(200, 56)","(262, 118)"
aug_2_1708123282174.jpg,"(238, 75)","(276, 117)"
aug_2_1708123282176.jpg,"(198, 72)","(225, 99)"
aug_2_1708123282198.jpg,"(186, 33)","(237, 76)"
aug_2_1708123282200.jpg,"(165, 82)","(267, 197)"
aug_2_1708123282202.jpg,"(76, 38)","(139, 112)"
aug_2_1708123282206.jpg,"(217, 81)","(273, 163)"
aug_2_1708123282212.jpg,"(12, 93)","(68, 146)"
aug_2_1708123282214.jpg,"(70, 109)","(109, 171)"
aug_2_1708123282216.jpg,"(91, 45)","(192, 162)"
aug_2_1708123282228.jpg,"(131, 94)","(191, 137)"
aug_2_1708123282229.jpg,"(99, 70)","(192, 174)"
aug_2_1708123298934.jpg,"(130, 119)","(187, 166)"
aug_2_1708123298936.jpg,"(103, 56)","(192, 190)"
aug_2_1708123339657.jpg,"(96, 71)","(230, 215)"
aug_2_1708123339681.jpg,"(72, 66)","(217, 240)"
aug_2_1708123339686.jpg,"(235, 84)","(275, 144)"
aug_3_1708123166276.jpg,"(225, 59)","(250, 87)"
aug_3_1708123166314.jpg,"(83, 169)","(99, 187)"
aug_3_1708123166505.jpg,"(206, 153)","(225, 180)"
aug_3_1708123166667.jpg,"(150, 112)","(166, 132)"
aug_3_1708123166728.jpg,"(10, 153)","(27, 174)"
aug_3_1708123166887.jpg,"(229, 108)","(244, 129)"
aug_3_1708123167019.jpg,"(106, 106)","(126, 137)"
aug_3_1708123167035.jpg,"(209, 144)","(222, 161)"
aug_3_1708123167144.jpg,"(268, 88)","(291, 125)"
aug_3_1708123167552.jpg,"(153, 91)","(171, 109)"
aug_3_1708123167569.jpg,"(80, 91)","(100, 114)"
aug_3_1708123167585.jpg,"(226, 104)","(243, 120)"
aug_3_1708123167626.jpg,"(32, 139)","(67, 174)"
aug_3_1708123167790.jpg,"(62, 152)","(77, 171)"
aug_3_1708123167989.jpg,"(15, 130)","(30, 150)"
aug_3_1708123168660.jpg,"(221, 55)","(250, 87)"
aug_3_1708123168868.jpg,"(95, 108)","(143, 150)"
aug_3_1708123169195.jpg,"(153, 19)","(227, 84)"
aug_3_1708123169397.jpg,"(96, 117)","(126, 142)"
aug_3_1708123169434.jpg,"(229, 118)","(242, 133)"
aug_3_1708123169583.jpg,"(93, 98)","(130, 144)"
aug_3_1708123169757.jpg,"(256, 153)","(275, 173)"
aug_3_1708123169794.jpg,"(159, 123)","(187, 149)"
aug_3_1708123169999.jpg,"(24, 101)","(39, 116)"
aug_3_1708123170017.jpg,"(232, 97)","(249, 110)"
aug_3_1708123170166.jpg,"(213, 122)","(232, 149)"
aug_3_1708123170189.jpg,"(196, 129)","(221, 164)"
aug_3_1708123170561.jpg,"(89, 111)","(103, 126)"
aug_3_1708123171135.jpg,"(109, 109)","(121, 125)"
aug_3_1708123171247.jpg,"(69, 126)","(84, 143)"
aug_3_1708123171889.jpg,"(92, 120)","(101, 135)"
aug_3_1708123172163.jpg,"(183, 71)","(194, 84)"
aug_3_1708123172376.jpg,"(195, 116)","(212, 132)"
aug_3_1708123172416.jpg,"(227, 135)","(242, 153)"
aug_3_1708123172548.jpg,"(212, 146)","(224, 160)"
aug_3_1708123190725.jpg,"(137, 100)","(150, 116)"
aug_3_1708123190861.jpg,"(257, 97)","(276, 115)"
aug_3_1708123190867.jpg,"(233, 116)","(252, 135)"
aug_3_1708123190876.jpg,"(40, 118)","(68, 145)"
aug_3_1708123190888.jpg,"(270, 154)","(294, 185)"
aug_3_1708123190907.jpg,"(260, 119)","(276, 138)"
aug_3_1708123191004.jpg,"(36, 134)","(51, 152)"
aug_3_1708123191165.jpg,"(122, 94)","(150, 129)"
aug_3_1708123191176.jpg,"(205, 85)","(232, 109)"
aug_3_1708123191199.jpg,"(13, 116)","(63, 159)"
aug_3_1708123191361.jpg,"(176, 87)","(210, 124)"
aug_3_1708123191367.jpg,"(253, 118)","(270, 132)"
aug_3_1708123191371.jpg,"(42, 75)","(70, 118)"
aug_3_1708123191375.jpg,"(65, 138)","(87, 159)"
aug_3_1708123191398.jpg,"(43, 109)","(78, 139)"
aug_3_1708123191404.jpg,"(176, 78)","(209, 108)"
aug_3_1708123191410.jpg,"(232, 127)","(247, 147)"
aug_3_1708123191417.jpg,"(35, 118)","(70, 150)"
aug_3_1708123191439.jpg,"(236, 105)","(256, 126)"
aug_3_1708123191834.jpg,"(167, 118)","(182, 134)"
aug_3_1708123191990.jpg,"(224, 84)","(253, 141)"
aug_3_1708123192047.jpg,"(65, 100)","(80, 118)"
aug_3_1708123192051.jpg,"(154, 115)","(174, 139)"
aug_3_1708123192078.jpg,"(34, 151)","(50, 165)"
aug_3_1708123192087.jpg,"(198, 126)","(217, 144)"
aug_3_1708123192094.jpg,"(190, 112)","(219, 139)"
aug_3_1708123192122.jpg,"(175, 122)","(204, 148)"
aug_3_1708123192331.jpg,"(8, 88)","(37, 119)"
aug_3_1708123192454.jpg,"(34, 111)","(46, 128)"
aug_3_1708123192494.jpg,"(44, 75)","(60, 92)"
aug_3_1708123192535.jpg,"(184, 143)","(197, 156)"
aug_3_1708123193010.jpg,"(228, 83)","(245, 102)"
aug_3_1708123193172.jpg,"(33, 141)","(47, 159)"
aug_3_1708123193210.jpg,"(76, 168)","(86, 178)"
aug_3_1708123193377.jpg,"(99, 146)","(114, 161)"
aug_3_1708123194018.jpg,"(193, 114)","(204, 127)"
aug_3_1708123205579.jpg,"(87, 198)","(111, 220)"
aug_3_1708123205592.jpg,"(136, 85)","(155, 112)"
aug_3_1708123205624.jpg,"(55, 125)","(71, 139)"
aug_3_1708123205743.jpg,"(180, 82)","(197, 101)"
aug_3_1708123205785.jpg,"(182, 51)","(216, 103)"
aug_3_1708123205815.jpg,"(168, 134)","(181, 148)"
aug_3_1708123205973.jpg,"(112, 85)","(152, 136)"
aug_3_1708123206298.jpg,"(233, 129)","(247, 146)"
aug_3_1708123206305.jpg,"(215, 94)","(238, 114)"
aug_3_1708123206470.jpg,"(183, 106)","(218, 147)"
aug_3_1708123206659.jpg,"(241, 105)","(264, 129)"
aug_3_1708123206699.jpg,"(264, 151)","(275, 167)"
aug_3_1708123206932.jpg,"(7, 54)","(29, 79)"
aug_3_1708123207394.jpg,"(247, 79)","(269, 99)"
aug_3_1708123207424.jpg,"(52, 119)","(64, 141)"
aug_3_1708123207433.jpg,"(214, 106)","(237, 125)"
aug_3_1708123207608.jpg,"(25, 123)","(38, 137)"
aug_3_1708123207627.jpg,"(233, 142)","(242, 155)"
aug_3_1708123207635.jpg,"(173, 128)","(181, 139)"
aug_3_1708123207745.jpg,"(270, 134)","(286, 154)"
aug_3_1708123207783.jpg,"(215, 145)","(227, 163)"
aug_3_1708123207790.jpg,"(272, 111)","(284, 127)"
aug_3_1708123207807.jpg,"(112, 119)","(134, 145)"
aug_3_1708123264769.jpg,"(66, 23)","(213, 172)"
aug_3_1708123264780.jpg,"(157, 88)","(193, 128)"
aug_3_1708123264783.jpg,"(153, 52)","(242, 147)"
aug_3_1708123264786.jpg,"(57, 62)","(165, 195)"
aug_3_1708123264791.jpg,"(111, 115)","(177, 190)"
aug_3_1708123264794.jpg,"(121, 129)","(150, 156)"
aug_3_1708123264796.jpg,"(53, 18)","(210, 164)"
aug_3_1708123264802.jpg,"(110, 71)","(159, 131)"
aug_3_1708123264804.jpg,"(38, 30)","(76, 83)"
aug_3_1708123264807.jpg,"(4, 118)","(52, 184)"
aug_3_1708123264810.jpg,"(162, 72)","(246, 203)"
aug_3_1708123264813.jpg,"(148, 156)","(173, 181)"
aug_3_1708123264816.jpg,"(118, 110)","(185, 219)"
aug_3_1708123264839.jpg,"(137, 107)","(181, 154)"
aug_3_1708123264949.jpg,"(11, 84)","(121, 180)"
aug_3_1708123264958.jpg,"(10, 131)","(108, 225)"
aug_3_1708123264960.jpg,"(55, 17)","(148, 144)"
aug_3_1708123264962.jpg,"(128, 141)","(194, 191)"
aug_3_1708123264964.jpg,"(71, 81)","(199, 228)"
aug_3_1708123264967.jpg,"(182, 117)","(212, 142)"
aug_3_1708123264971.jpg,"(14, 152)","(37, 182)"
aug_3_1708123264974.jpg,"(33, 83)","(258, 236)"
aug_3_1708123264976.jpg,"(144, 80)","(214, 170)"
aug_3_1708123264998.jpg,"(53, 61)","(139, 148)"
aug_3_1708123274145.jpg,"(80, 79)","(155, 160)"
aug_3_1708123274151.jpg,"(88, 63)","(139, 140)"
aug_3_1708123274157.jpg,"(9, 29)","(117, 162)"
aug_3_1708123274169.jpg,"(179, 83)","(265, 182)"
aug_3_1708123274178.jpg,"(39, 13)","(252, 274)"
aug_3_1708123274183.jpg,"(62, 42)","(245, 225)"
aug_3_1708123274186.jpg,"(183, 57)","(269, 183)"
aug_3_1708123274192.jpg,"(122, 22)","(170, 93)"
aug_3_1708123274195.jpg,"(82, 100)","(101, 131)"
aug_3_1708123274197.jpg,"(135, 56)","(290, 225)"
aug_3_1708123274223.jpg,"(81, 75)","(227, 228)"
aug_3_1708123274234.jpg,"(117, 86)","(192, 160)"
aug_3_1708123274342.jpg,"(31, 77)","(131, 212)"
aug_3_1708123274354.jpg,"(16, 57)","(188, 197)"
aug_3_1708123274379.jpg,"(4, 40)","(163, 256)"
aug_3_1708123274384.jpg,"(23, 56)","(147, 179)"
aug_3_1708123274392.jpg,"(187, 98)","(251, 191)"
aug_3_1708123274397.jpg,"(47, 84)","(102, 139)"
aug_3_1708123274408.jpg,"(199, 56)","(299, 161)"
aug_3_1708123282160.jpg,"(53, 77)","(194, 186)"
aug_3_1708123282163.jpg,"(2, 68)","(162, 221)"
aug_3_1708123282165.jpg,"(25, 71)","(184, 217)"
aug_3_1708123282167.jpg,"(17, 64)","(80, 139)"
aug_3_1708123282170.jpg,"(63, 37)","(191, 179)"
aug_3_1708123282172.jpg,"(203, 57)","(261, 115)"
aug_3_1708123282174.jpg,"(237, 71)","(276, 119)"
aug_3_1708123282176.jpg,"(87, 122)","(112, 155)"
aug_3_1708123282198.jpg,"(30, 63)","(67, 110)"
aug_3_1708123282200.jpg,"(35, 100)","(148, 221)"
aug_3_1708123282204.jpg,"(74, 48)","(221, 222)"
aug_3_1708123282206.jpg,"(16, 116)","(100, 197)"
aug_3_1708123282210.jpg,"(91, 46)","(197, 145)"
aug_3_1708123282212.jpg,"(223, 88)","(274, 147)"
aug_3_1708123282214.jpg,"(64, 106)","(106, 167)"
aug_3_1708123282228.jpg,"(110, 119)","(173, 155)"
aug_3_1708123282229.jpg,"(133, 101)","(210, 176)"
aug_3_1708123282238.jpg,"(4, 80)","(142, 219)"
aug_3_1708123298934.jpg,"(105, 109)","(149, 162)"
aug_3_1708123298936.jpg,"(84, 74)","(169, 186)"
aug_3_1708123339657.jpg,"(85, 32)","(222, 227)"
aug_3_1708123339681.jpg,"(66, 57)","(207, 221)"
aug_3_1708123339686.jpg,"(201, 60)","(251, 112)"
